index;uf;cidade;populacao_estimada;uf_name
4317;SC;Águas Frias;2341;Santa Catarina
4318;SC;Águas Mornas;6646;Santa Catarina
4319;SC;Alfredo Wagner;10136;Santa Catarina
4320;SC;Alto Bela Vista;1915;Santa Catarina
4321;SC;Anchieta;5477;Santa Catarina
4322;SC;Angelina;4686;Santa Catarina
4323;SC;Anita Garibaldi;6783;Santa Catarina
4324;SC;Anitápolis;3223;Santa Catarina
4325;SC;Antônio Carlos;8712;Santa Catarina
4326;SC;Apiúna;10951;Santa Catarina
4327;SC;Arabutã;4268;Santa Catarina
4328;SC;Araquari;40890;Santa Catarina
4329;SC;Araranguá;69493;Santa Catarina
4330;SC;Armazém;8843;Santa Catarina
4331;SC;Arroio Trinta;3547;Santa Catarina
4332;SC;Arvoredo;2228;Santa Catarina
4333;SC;Ascurra;8021;Santa Catarina
4334;SC;Atalanta;3179;Santa Catarina
4335;SC;Aurora;5687;Santa Catarina
4336;SC;Balneário Arroio do Silva;13782;Santa Catarina
4337;SC;Balneário Camboriú;149227;Santa Catarina
4338;SC;Balneário Barra do Sul;11271;Santa Catarina
4339;SC;Balneário Gaivota;11537;Santa Catarina
4340;SC;Bandeirante;2618;Santa Catarina
4341;SC;Barra Bonita;1625;Santa Catarina
4342;SC;Barra Velha;30539;Santa Catarina
4343;SC;Bela Vista do Toldo;6386;Santa Catarina
4344;SC;Belmonte;2712;Santa Catarina
4345;SC;Benedito Novo;11896;Santa Catarina
4346;SC;Biguaçu;70471;Santa Catarina
4347;SC;Blumenau;366418;Santa Catarina
4348;SC;Bocaina do Sul;3501;Santa Catarina
4349;SC;Bombinhas;20889;Santa Catarina
4350;SC;Bom Jardim da Serra;4801;Santa Catarina
4351;SC;Bom Jesus;3104;Santa Catarina
4352;SC;Bom Jesus do Oeste;2136;Santa Catarina
4353;SC;Bom Retiro;10153;Santa Catarina
4354;SC;Botuverá;5396;Santa Catarina
4355;SC;Braço do Norte;34294;Santa Catarina
4356;SC;Braço do Trombudo;3794;Santa Catarina
4357;SC;Brunópolis;2318;Santa Catarina
4358;SC;Brusque;140597;Santa Catarina
4359;SC;Caçador;80017;Santa Catarina
4360;SC;Caibi;6112;Santa Catarina
4361;SC;Calmon;3325;Santa Catarina
4362;SC;Camboriú;87179;Santa Catarina
4363;SC;Capão Alto;2467;Santa Catarina
4364;SC;Campo Alegre;11985;Santa Catarina
4365;SC;Campo Belo do Sul;6889;Santa Catarina
4366;SC;Campo Erê;8312;Santa Catarina
4367;SC;Campos Novos;36861;Santa Catarina
4368;SC;Canelinha;12553;Santa Catarina
4369;SC;Canoinhas;54558;Santa Catarina
4370;SC;Capinzal;23218;Santa Catarina
4371;SC;Capivari de Baixo;25477;Santa Catarina
4372;SC;Catanduvas;11106;Santa Catarina
4373;SC;Caxambu do Sul;3462;Santa Catarina
4374;SC;Celso Ramos;2709;Santa Catarina
4375;SC;Cerro Negro;3013;Santa Catarina
4376;SC;Chapadão do Lageado;3025;Santa Catarina
4377;SC;Chapecó;227587;Santa Catarina
4378;SC;Cocal do Sul;16956;Santa Catarina
4379;SC;Concórdia;75683;Santa Catarina
4380;SC;Cordilheira Alta;4585;Santa Catarina
4381;SC;Coronel Freitas;9900;Santa Catarina
4382;SC;Coronel Martins;2560;Santa Catarina
4383;SC;Corupá;16300;Santa Catarina
4384;SC;Correia Pinto;12315;Santa Catarina
4385;SC;Criciúma;219393;Santa Catarina
4386;SC;Cunha Porã;11150;Santa Catarina
4387;SC;Cunhataí;1972;Santa Catarina
4388;SC;Curitibanos;40037;Santa Catarina
4389;SC;Descanso;8136;Santa Catarina
4390;SC;Dionísio Cerqueira;15592;Santa Catarina
4391;SC;Dona Emma;4224;Santa Catarina
4392;SC;Doutor Pedrinho;4164;Santa Catarina
4393;SC;Entre Rios;3232;Santa Catarina
4394;SC;Ermo;2059;Santa Catarina
4395;SC;Erval Velho;4423;Santa Catarina
4396;SC;Faxinal dos Guedes;10630;Santa Catarina
4397;SC;Flor do Sertão;1575;Santa Catarina
4398;SC;Florianópolis;516524;Santa Catarina
4399;SC;Formosa do Sul;2481;Santa Catarina
4400;SC;Forquilhinha;27621;Santa Catarina
4401;SC;Fraiburgo;36723;Santa Catarina
4402;SC;Frei Rogério;1918;Santa Catarina
4403;SC;Galvão;2711;Santa Catarina
4404;SC;Garopaba;24070;Santa Catarina
4405;SC;Garuva;18816;Santa Catarina
4406;SC;Gaspar;71925;Santa Catarina
4407;SC;Governador Celso Ramos;14739;Santa Catarina
4408;SC;Grão Pará;6621;Santa Catarina
4409;SC;Gravatal;11652;Santa Catarina
4410;SC;Guabiruba;24922;Santa Catarina
4411;SC;Guaraciaba;9964;Santa Catarina
4412;SC;Guaramirim;46757;Santa Catarina
4413;SC;Guarujá do Sul;5196;Santa Catarina
4414;SC;Guatambú;4692;Santa Catarina
4415;SC;Herval d'Oeste;22820;Santa Catarina
4416;SC;Ibiam;1952;Santa Catarina
4417;SC;Ibicaré;3154;Santa Catarina
4418;SC;Ibirama;19238;Santa Catarina
4419;SC;Içara;58055;Santa Catarina
4420;SC;Ilhota;14531;Santa Catarina
4421;SC;Imaruí;9764;Santa Catarina
4422;SC;Imbituba;45711;Santa Catarina
4423;SC;Imbuia;6284;Santa Catarina
4424;SC;Indaial;72346;Santa Catarina
4425;SC;Iomerê;2979;Santa Catarina
4426;SC;Ipira;4367;Santa Catarina
4427;SC;Iporã do Oeste;9093;Santa Catarina
4428;SC;Ipuaçu;7643;Santa Catarina
4429;SC;Ipumirim;7647;Santa Catarina
4430;SC;Iraceminha;3901;Santa Catarina
4431;SC;Irani;10575;Santa Catarina
4432;SC;Irati;1887;Santa Catarina
4433;SC;Irineópolis;11354;Santa Catarina
4434;SC;Itá;6091;Santa Catarina
4435;SC;Itaiópolis;21889;Santa Catarina
4436;SC;Itajaí;226617;Santa Catarina
4437;SC;Itapema;69323;Santa Catarina
4438;SC;Itapiranga;17139;Santa Catarina
4439;SC;Itapoá;21766;Santa Catarina
4440;SC;Ituporanga;25619;Santa Catarina
4441;SC;Jaborá;3899;Santa Catarina
4442;SC;Jacinto Machado;10337;Santa Catarina
4443;SC;Jaguaruna;20547;Santa Catarina
4444;SC;Jaraguá do Sul;184579;Santa Catarina
4445;SC;Jardinópolis;1520;Santa Catarina
4446;SC;Joaçaba;30684;Santa Catarina
4447;SC;Joinville;604708;Santa Catarina
4448;SC;José Boiteux;5019;Santa Catarina
4449;SC;Jupiá;2083;Santa Catarina
4450;SC;Lacerdópolis;2248;Santa Catarina
4451;SC;Lages;157158;Santa Catarina
4452;SC;Laguna;46424;Santa Catarina
4453;SC;Lajeado Grande;1408;Santa Catarina
4454;SC;Laurentino;7154;Santa Catarina
4455;SC;Lauro Müller;15380;Santa Catarina
4456;SC;Lebon Régis;12122;Santa Catarina
4457;SC;Leoberto Leal;2960;Santa Catarina
4458;SC;Lindóia do Sul;4530;Santa Catarina
4459;SC;Lontras;12497;Santa Catarina
4460;SC;Luiz Alves;13347;Santa Catarina
4461;SC;Luzerna;5683;Santa Catarina
4462;SC;Macieira;1757;Santa Catarina
4463;SC;Mafra;56825;Santa Catarina
4464;SC;Major Gercino;3465;Santa Catarina
4465;SC;Major Vieira;8209;Santa Catarina
4466;SC;Maracajá;7461;Santa Catarina
4467;SC;Maravilha;26463;Santa Catarina
4468;SC;Marema;1703;Santa Catarina
4469;SC;Massaranduba;17330;Santa Catarina
4470;SC;Matos Costa;2442;Santa Catarina
4471;SC;Meleiro;6989;Santa Catarina
4472;SC;Mirim Doce;2257;Santa Catarina
4473;SC;Modelo;4227;Santa Catarina
4474;SC;Mondaí;12034;Santa Catarina
4475;SC;Monte Carlo;9945;Santa Catarina
4476;SC;Monte Castelo;8263;Santa Catarina
4477;SC;Morro da Fumaça;18095;Santa Catarina
4478;SC;Morro Grande;2884;Santa Catarina
4479;SC;Navegantes;85734;Santa Catarina
4480;SC;Nova Erechim;5163;Santa Catarina
4481;SC;Nova Itaberaba;4327;Santa Catarina
4482;SC;Nova Trento;15010;Santa Catarina
4483;SC;Nova Veneza;15515;Santa Catarina
4484;SC;Novo Horizonte;2366;Santa Catarina
4485;SC;Orleans;23161;Santa Catarina
4486;SC;Otacílio Costa;19201;Santa Catarina
4487;SC;Ouro;7251;Santa Catarina
4488;SC;Ouro Verde;2197;Santa Catarina
4489;SC;Paial;1444;Santa Catarina
4490;SC;Painel;2352;Santa Catarina
4491;SC;Palhoça;178679;Santa Catarina
4492;SC;Palma Sola;7321;Santa Catarina
4493;SC;Palmeira;2673;Santa Catarina
4494;SC;Palmitos;16144;Santa Catarina
4495;SC;Papanduva;19521;Santa Catarina
4496;SC;Paraíso;3284;Santa Catarina
4497;SC;Passo de Torres;9269;Santa Catarina
4498;SC;Passos Maia;4072;Santa Catarina
4499;SC;Paulo Lopes;7642;Santa Catarina
4500;SC;Pedras Grandes;3931;Santa Catarina
4501;SC;Penha;34022;Santa Catarina
4502;SC;Peritiba;2733;Santa Catarina
4503;SC;Pescaria Brava;10225;Santa Catarina
4504;SC;Petrolândia;5873;Santa Catarina
4505;SC;Balneário Piçarras;24385;Santa Catarina
4506;SC;Pinhalzinho;21103;Santa Catarina
4507;SC;Pinheiro Preto;3635;Santa Catarina
4508;SC;Piratuba;3637;Santa Catarina
4509;SC;Planalto Alegre;2907;Santa Catarina
4510;SC;Pomerode;34561;Santa Catarina
4511;SC;Ponte Alta;4619;Santa Catarina
4512;SC;Ponte Alta do Norte;3426;Santa Catarina
4513;SC;Ponte Serrada;11674;Santa Catarina
4514;SC;Porto Belo;22466;Santa Catarina
4515;SC;Porto União;35685;Santa Catarina
4516;SC;Pouso Redondo;17965;Santa Catarina
4517;SC;Praia Grande;7305;Santa Catarina
4518;SC;Presidente Castello Branco;1526;Santa Catarina
4519;SC;Presidente Getúlio;17973;Santa Catarina
4520;SC;Presidente Nereu;2279;Santa Catarina
4521;SC;Princesa;2950;Santa Catarina
4522;SC;Quilombo;9773;Santa Catarina
4523;SC;Rancho Queimado;2897;Santa Catarina
4524;SC;Rio das Antas;6199;Santa Catarina
4525;SC;Rio do Campo;5864;Santa Catarina
4526;SC;Rio do Oeste;7552;Santa Catarina
4527;SC;Rio dos Cedros;11937;Santa Catarina
4528;SC;Rio do Sul;72931;Santa Catarina
4529;SC;Rio Fortuna;4630;Santa Catarina
4530;SC;Rio Negrinho;42684;Santa Catarina
4531;SC;Rio Rufino;2484;Santa Catarina
4532;SC;Riqueza;4525;Santa Catarina
4533;SC;Rodeio;11647;Santa Catarina
4534;SC;Romelândia;4584;Santa Catarina
4535;SC;Salete;7674;Santa Catarina
4536;SC;Saltinho;3727;Santa Catarina
4537;SC;Salto Veloso;4792;Santa Catarina
4538;SC;Sangão;13128;Santa Catarina
4539;SC;Santa Cecília;17004;Santa Catarina
4540;SC;Santa Helena;2178;Santa Catarina
4541;SC;Santa Rosa de Lima;2151;Santa Catarina
4542;SC;Santa Rosa do Sul;8397;Santa Catarina
4543;SC;Santa Terezinha;8760;Santa Catarina
4544;SC;Santa Terezinha do Progresso;2317;Santa Catarina
4545;SC;Santiago do Sul;1211;Santa Catarina
4546;SC;Santo Amaro da Imperatriz;23907;Santa Catarina
4547;SC;São Bernardino;2239;Santa Catarina
4548;SC;São Bento do Sul;86317;Santa Catarina
4549;SC;São Bonifácio;2791;Santa Catarina
4550;SC;São Carlos;11456;Santa Catarina
4551;SC;São Cristóvão do Sul;5646;Santa Catarina
4552;SC;São Domingos;9422;Santa Catarina
4553;SC;São Francisco do Sul;54751;Santa Catarina
4554;SC;São João do Oeste;6423;Santa Catarina
4555;SC;São João Batista;39719;Santa Catarina
4556;SC;São João do Itaperiú;3784;Santa Catarina
4557;SC;São João do Sul;7332;Santa Catarina
4558;SC;São Joaquim;27322;Santa Catarina
4559;SC;São José;253705;Santa Catarina
4560;SC;São José do Cedro;13811;Santa Catarina
4561;SC;São José do Cerrito;8054;Santa Catarina
4562;SC;São Lourenço do Oeste;24501;Santa Catarina
4563;SC;São Ludgero;13886;Santa Catarina
4564;SC;São Martinho;3162;Santa Catarina
4565;SC;São Miguel da Boa Vista;1794;Santa Catarina
4566;SC;São Miguel do Oeste;41246;Santa Catarina
4567;SC;São Pedro de Alcântara;6046;Santa Catarina
4568;SC;Saudades;9874;Santa Catarina
4569;SC;Schroeder;22605;Santa Catarina
4570;SC;Seara;17610;Santa Catarina
4571;SC;Serra Alta;3249;Santa Catarina
4572;SC;Siderópolis;14176;Santa Catarina
4573;SC;Sombrio;31084;Santa Catarina
4574;SC;Sul Brasil;2386;Santa Catarina
4575;SC;Taió;18576;Santa Catarina
4576;SC;Tangará;8648;Santa Catarina
4577;SC;Tigrinhos;1606;Santa Catarina
4578;SC;Tijucas;39889;Santa Catarina
4579;SC;Timbé do Sul;5338;Santa Catarina
4580;SC;Timbó;45703;Santa Catarina
4581;SC;Timbó Grande;8003;Santa Catarina
4582;SC;Três Barras;19455;Santa Catarina
4583;SC;Treviso;4002;Santa Catarina
4584;SC;Treze de Maio;7104;Santa Catarina
4585;SC;Treze Tílias;8138;Santa Catarina
4586;SC;Trombudo Central;7506;Santa Catarina
4587;SC;Tubarão;107143;Santa Catarina
4588;SC;Tunápolis;4507;Santa Catarina
4589;SC;Turvo;13080;Santa Catarina
4590;SC;União do Oeste;2364;Santa Catarina
4591;SC;Urubici;11311;Santa Catarina
4592;SC;Urupema;2453;Santa Catarina
4593;SC;Urussanga;21419;Santa Catarina
4594;SC;Vargeão;3569;Santa Catarina
4595;SC;Vargem;2387;Santa Catarina
4596;SC;Vargem Bonita;4411;Santa Catarina
4597;SC;Vidal Ramos;6321;Santa Catarina
4598;SC;Videira;54145;Santa Catarina
4599;SC;Vitor Meireles;4907;Santa Catarina
4600;SC;Witmarsum;4032;Santa Catarina
4601;SC;Xanxerê;52290;Santa Catarina
4602;SC;Xavantina;3873;Santa Catarina
4603;SC;Xaxim;29254;Santa Catarina
4604;SC;Zortéa;3432;Santa Catarina
4605;SC;Balneário Rincão;13129;Santa Catarina
4606;RS;Aceguá;4981;Rio Grande do Sul
4607;RS;Água Santa;3738;Rio Grande do Sul
4608;RS;Agudo;16344;Rio Grande do Sul
4609;RS;Ajuricaba;6951;Rio Grande do Sul
4610;RS;Alecrim;5710;Rio Grande do Sul
4611;RS;Alegrete;72493;Rio Grande do Sul
4612;RS;Alegria;3287;Rio Grande do Sul
4613;RS;Almirante Tamandaré do Sul;1935;Rio Grande do Sul
4614;RS;Alpestre;5885;Rio Grande do Sul
4615;RS;Alto Alegre;1590;Rio Grande do Sul
4616;RS;Alto Feliz;3043;Rio Grande do Sul
4617;RS;Alvorada;212352;Rio Grande do Sul
4618;RS;Amaral Ferrador;7136;Rio Grande do Sul
4619;RS;Ametista do Sul;7396;Rio Grande do Sul
4620;RS;André da Rocha;1351;Rio Grande do Sul
4621;RS;Anta Gorda;5941;Rio Grande do Sul
4622;RS;Antônio Prado;13041;Rio Grande do Sul
4623;RS;Arambaré;3544;Rio Grande do Sul
4624;RS;Araricá;5840;Rio Grande do Sul
4625;RS;Aratiba;6145;Rio Grande do Sul
4626;RS;Arroio do Meio;21121;Rio Grande do Sul
4627;RS;Arroio do Sal;10483;Rio Grande do Sul
4628;RS;Arroio do Padre;2966;Rio Grande do Sul
4629;RS;Arroio dos Ratos;14201;Rio Grande do Sul
4630;RS;Arroio do Tigre;13452;Rio Grande do Sul
4631;RS;Arroio Grande;18185;Rio Grande do Sul
4632;RS;Arvorezinha;10422;Rio Grande do Sul
4633;RS;Augusto Pestana;6545;Rio Grande do Sul
4634;RS;Áurea;3517;Rio Grande do Sul
4635;RS;Bagé;121518;Rio Grande do Sul
4636;RS;Balneário Pinhal;14645;Rio Grande do Sul
4637;RS;Barão;6232;Rio Grande do Sul
4638;RS;Barão de Cotegipe;6616;Rio Grande do Sul
4639;RS;Barão do Triunfo;7550;Rio Grande do Sul
4640;RS;Barracão;5237;Rio Grande do Sul
4641;RS;Barra do Guarita;3266;Rio Grande do Sul
4642;RS;Barra do Quaraí;4238;Rio Grande do Sul
4643;RS;Barra do Ribeiro;13618;Rio Grande do Sul
4644;RS;Barra do Rio Azul;1621;Rio Grande do Sul
4645;RS;Barra Funda;2563;Rio Grande do Sul
4646;RS;Barros Cassal;11167;Rio Grande do Sul
4647;RS;Benjamin Constant do Sul;1924;Rio Grande do Sul
4648;RS;Bento Gonçalves;123090;Rio Grande do Sul
4649;RS;Boa Vista das Missões;2087;Rio Grande do Sul
4650;RS;Boa Vista do Buricá;6712;Rio Grande do Sul
4651;RS;Boa Vista do Cadeado;2466;Rio Grande do Sul
4652;RS;Boa Vista do Incra;2628;Rio Grande do Sul
4653;RS;Boa Vista do Sul;2773;Rio Grande do Sul
4654;RS;Bom Jesus;11270;Rio Grande do Sul
4655;RS;Bom Princípio;14446;Rio Grande do Sul
4656;RS;Bom Progresso;1858;Rio Grande do Sul
4657;RS;Bom Retiro do Sul;12448;Rio Grande do Sul
4658;RS;Boqueirão do Leão;7691;Rio Grande do Sul
4659;RS;Bossoroca;6135;Rio Grande do Sul
4660;RS;Bozano;2099;Rio Grande do Sul
4661;RS;Braga;3271;Rio Grande do Sul
4662;RS;Brochier;5132;Rio Grande do Sul
4663;RS;Butiá;20963;Rio Grande do Sul
4664;RS;Caçapava do Sul;33476;Rio Grande do Sul
4665;RS;Cacequi;12291;Rio Grande do Sul
4666;RS;Cachoeira do Sul;81552;Rio Grande do Sul
4667;RS;Cachoeirinha;132144;Rio Grande do Sul
4668;RS;Cacique Doble;5083;Rio Grande do Sul
4669;RS;Caibaté;4802;Rio Grande do Sul
4670;RS;Caiçara;4659;Rio Grande do Sul
4671;RS;Camaquã;66686;Rio Grande do Sul
4672;RS;Camargo;2750;Rio Grande do Sul
4673;RS;Cambará do Sul;6383;Rio Grande do Sul
4674;RS;Campestre da Serra;3402;Rio Grande do Sul
4675;RS;Campina das Missões;5325;Rio Grande do Sul
4676;RS;Campinas do Sul;5422;Rio Grande do Sul
4677;RS;Campo Bom;69981;Rio Grande do Sul
4678;RS;Campo Novo;4273;Rio Grande do Sul
4679;RS;Campos Borges;3272;Rio Grande do Sul
4680;RS;Candelária;31475;Rio Grande do Sul
4681;RS;Cândido Godói;6106;Rio Grande do Sul
4682;RS;Candiota;9707;Rio Grande do Sul
4683;RS;Canela;45957;Rio Grande do Sul
4684;RS;Canguçu;56370;Rio Grande do Sul
4685;RS;Canoas;349728;Rio Grande do Sul
4686;RS;Canudos do Vale;1693;Rio Grande do Sul
4687;RS;Capão Bonito do Sul;1628;Rio Grande do Sul
4688;RS;Capão da Canoa;55009;Rio Grande do Sul
4689;RS;Capão do Cipó;3745;Rio Grande do Sul
4690;RS;Capão do Leão;25462;Rio Grande do Sul
4691;RS;Capivari do Sul;4793;Rio Grande do Sul
4692;RS;Capela de Santana;12183;Rio Grande do Sul
4693;RS;Capitão;2770;Rio Grande do Sul
4694;RS;Carazinho;62413;Rio Grande do Sul
4695;RS;Caraá;8426;Rio Grande do Sul
4696;RS;Carlos Barbosa;30630;Rio Grande do Sul
4697;RS;Carlos Gomes;1327;Rio Grande do Sul
4698;RS;Casca;9070;Rio Grande do Sul
4699;RS;Caseiros;3228;Rio Grande do Sul
4700;RS;Catuípe;8631;Rio Grande do Sul
4701;RS;Caxias do Sul;523716;Rio Grande do Sul
4702;RS;Centenário;2865;Rio Grande do Sul
4703;RS;Cerrito;6005;Rio Grande do Sul
4704;RS;Cerro Branco;4720;Rio Grande do Sul
4705;RS;Cerro Grande;2281;Rio Grande do Sul
4706;RS;Cerro Grande do Sul;12579;Rio Grande do Sul
4707;RS;Cerro Largo;14243;Rio Grande do Sul
4708;RS;Chapada;9211;Rio Grande do Sul
4709;RS;Charqueadas;41705;Rio Grande do Sul
4710;RS;Charrua;3228;Rio Grande do Sul
4711;RS;Chiapetta;3684;Rio Grande do Sul
4712;RS;Chuí;6832;Rio Grande do Sul
4713;RS;Chuvisca;5518;Rio Grande do Sul
4714;RS;Cidreira;16897;Rio Grande do Sul
4715;RS;Ciríaco;4693;Rio Grande do Sul
4716;RS;Colinas;2466;Rio Grande do Sul
4717;RS;Colorado;3088;Rio Grande do Sul
4718;RS;Condor;6766;Rio Grande do Sul
4719;RS;Constantina;9903;Rio Grande do Sul
4720;RS;Coqueiro Baixo;1490;Rio Grande do Sul
4721;RS;Coqueiros do Sul;2267;Rio Grande do Sul
4722;RS;Coronel Barros;2521;Rio Grande do Sul
4723;RS;Coronel Bicaco;7213;Rio Grande do Sul
4724;RS;Coronel Pilar;1602;Rio Grande do Sul
4725;RS;Cotiporã;3824;Rio Grande do Sul
4726;RS;Coxilha;2731;Rio Grande do Sul
4727;RS;Crissiumal;13269;Rio Grande do Sul
4728;RS;Cristal;8121;Rio Grande do Sul
4729;RS;Cristal do Sul;2840;Rio Grande do Sul
4730;RS;Cruz Alta;59561;Rio Grande do Sul
4731;RS;Cruzaltense;1765;Rio Grande do Sul
4732;RS;Cruzeiro do Sul;12457;Rio Grande do Sul
4733;RS;David Canabarro;4732;Rio Grande do Sul
4734;RS;Derrubadas;2718;Rio Grande do Sul
4735;RS;Dezesseis de Novembro;2331;Rio Grande do Sul
4736;RS;Dilermando de Aguiar;2991;Rio Grande do Sul
4737;RS;Dois Irmãos;33547;Rio Grande do Sul
4738;RS;Dois Irmãos das Missões;1992;Rio Grande do Sul
4739;RS;Dois Lajeados;3410;Rio Grande do Sul
4740;RS;Dom Feliciano;15556;Rio Grande do Sul
4741;RS;Dom Pedro de Alcântara;2520;Rio Grande do Sul
4742;RS;Dom Pedrito;38222;Rio Grande do Sul
4743;RS;Dona Francisca;2958;Rio Grande do Sul
4744;RS;Doutor Maurício Cardoso;4380;Rio Grande do Sul
4745;RS;Doutor Ricardo;1967;Rio Grande do Sul
4746;RS;Eldorado do Sul;42490;Rio Grande do Sul
4747;RS;Encantado;23047;Rio Grande do Sul
4748;RS;Encruzilhada do Sul;26039;Rio Grande do Sul
4749;RS;Engenho Velho;932;Rio Grande do Sul
4750;RS;Entre-Ijuís;8350;Rio Grande do Sul
4751;RS;Entre Rios do Sul;2724;Rio Grande do Sul
4752;RS;Erebango;2978;Rio Grande do Sul
4753;RS;Erechim;107368;Rio Grande do Sul
4754;RS;Ernestina;3171;Rio Grande do Sul
4755;RS;Herval;6807;Rio Grande do Sul
4756;RS;Erval Grande;4780;Rio Grande do Sul
4757;RS;Erval Seco;6697;Rio Grande do Sul
4758;RS;Esmeralda;3291;Rio Grande do Sul
4759;RS;Esperança do Sul;2846;Rio Grande do Sul
4760;RS;Espumoso;15594;Rio Grande do Sul
4761;RS;Estação;5924;Rio Grande do Sul
4762;RS;Estância Velha;51292;Rio Grande do Sul
4763;RS;Esteio;83352;Rio Grande do Sul
4764;RS;Estrela;34669;Rio Grande do Sul
4765;RS;Estrela Velha;3646;Rio Grande do Sul
4766;RS;Eugênio de Castro;2310;Rio Grande do Sul
4767;RS;Fagundes Varela;2750;Rio Grande do Sul
4768;RS;Farroupilha;73758;Rio Grande do Sul
4769;RS;Faxinal do Soturno;6651;Rio Grande do Sul
4770;RS;Faxinalzinho;2256;Rio Grande do Sul
4771;RS;Fazenda Vilanova;4680;Rio Grande do Sul
4772;RS;Feliz;13728;Rio Grande do Sul
4773;RS;Flores da Cunha;31352;Rio Grande do Sul
4774;RS;Floriano Peixoto;1709;Rio Grande do Sul
4775;RS;Fontoura Xavier;10181;Rio Grande do Sul
4776;RS;Formigueiro;6569;Rio Grande do Sul
4777;RS;Forquetinha;2389;Rio Grande do Sul
4778;RS;Fortaleza dos Valos;4252;Rio Grande do Sul
4779;RS;Frederico Westphalen;31675;Rio Grande do Sul
4780;RS;Garibaldi;35794;Rio Grande do Sul
4781;RS;Garruchos;2851;Rio Grande do Sul
4782;RS;Gaurama;5447;Rio Grande do Sul
4783;RS;General Câmara;8339;Rio Grande do Sul
4784;RS;Gentil;1619;Rio Grande do Sul
4785;RS;Getúlio Vargas;16158;Rio Grande do Sul
4786;RS;Giruá;15729;Rio Grande do Sul
4787;RS;Glorinha;8304;Rio Grande do Sul
4788;RS;Gramado;36864;Rio Grande do Sul
4789;RS;Gramado dos Loureiros;2036;Rio Grande do Sul
4790;RS;Gramado Xavier;4378;Rio Grande do Sul
4791;RS;Gravataí;285564;Rio Grande do Sul
4792;RS;Guabiju;1478;Rio Grande do Sul
4793;RS;Guaíba;98331;Rio Grande do Sul
4794;RS;Guaporé;26199;Rio Grande do Sul
4795;RS;Guarani das Missões;7393;Rio Grande do Sul
4796;RS;Harmonia;4967;Rio Grande do Sul
4797;RS;Herveiras;3019;Rio Grande do Sul
4798;RS;Horizontina;19446;Rio Grande do Sul
4799;RS;Hulha Negra;6894;Rio Grande do Sul
4800;RS;Humaitá;4712;Rio Grande do Sul
4801;RS;Ibarama;4393;Rio Grande do Sul
4802;RS;Ibiaçá;4690;Rio Grande do Sul
4803;RS;Ibiraiaras;7267;Rio Grande do Sul
4804;RS;Ibirapuitã;3988;Rio Grande do Sul
4805;RS;Ibirubá;20474;Rio Grande do Sul
4806;RS;Igrejinha;37754;Rio Grande do Sul
4807;RS;Ijuí;84041;Rio Grande do Sul
4808;RS;Ilópolis;4054;Rio Grande do Sul
4809;RS;Imbé;23721;Rio Grande do Sul
4810;RS;Imigrante;3103;Rio Grande do Sul
4811;RS;Independência;6054;Rio Grande do Sul
4812;RS;Inhacorá;2207;Rio Grande do Sul
4813;RS;Ipê;6736;Rio Grande do Sul
4814;RS;Ipiranga do Sul;1871;Rio Grande do Sul
4815;RS;Iraí;7046;Rio Grande do Sul
4816;RS;Itaara;5573;Rio Grande do Sul
4817;RS;Itacurubi;3456;Rio Grande do Sul
4818;RS;Itapuca;2037;Rio Grande do Sul
4819;RS;Itaqui;37363;Rio Grande do Sul
4820;RS;Itati;2377;Rio Grande do Sul
4821;RS;Itatiba do Sul;3143;Rio Grande do Sul
4822;RS;Ivorá;1854;Rio Grande do Sul
4823;RS;Ivoti;25068;Rio Grande do Sul
4824;RS;Jaboticaba;3738;Rio Grande do Sul
4825;RS;Jacuizinho;2718;Rio Grande do Sul
4826;RS;Jacutinga;3532;Rio Grande do Sul
4827;RS;Jaguarão;26327;Rio Grande do Sul
4828;RS;Jaguari;10684;Rio Grande do Sul
4829;RS;Jaquirana;3611;Rio Grande do Sul
4830;RS;Jari;3472;Rio Grande do Sul
4831;RS;Jóia;8571;Rio Grande do Sul
4832;RS;Júlio de Castilhos;19159;Rio Grande do Sul
4833;RS;Lagoa Bonita do Sul;2939;Rio Grande do Sul
4834;RS;Lagoão;6469;Rio Grande do Sul
4835;RS;Lagoa dos Três Cantos;1604;Rio Grande do Sul
4836;RS;Lagoa Vermelha;27751;Rio Grande do Sul
4837;RS;Lajeado;86005;Rio Grande do Sul
4838;RS;Lajeado do Bugre;2569;Rio Grande do Sul
4839;RS;Lavras do Sul;7410;Rio Grande do Sul
4840;RS;Liberato Salzano;5087;Rio Grande do Sul
4841;RS;Lindolfo Collor;6193;Rio Grande do Sul
4842;RS;Linha Nova;1724;Rio Grande do Sul
4843;RS;Machadinho;5411;Rio Grande do Sul
4844;RS;Maçambará;4539;Rio Grande do Sul
4845;RS;Mampituba;2965;Rio Grande do Sul
4846;RS;Manoel Viana;7315;Rio Grande do Sul
4847;RS;Maquiné;6747;Rio Grande do Sul
4848;RS;Maratá;2713;Rio Grande do Sul
4849;RS;Marau;45523;Rio Grande do Sul
4850;RS;Marcelino Ramos;4239;Rio Grande do Sul
4851;RS;Mariana Pimentel;3892;Rio Grande do Sul
4852;RS;Mariano Moro;1987;Rio Grande do Sul
4853;RS;Marques de Souza;3981;Rio Grande do Sul
4854;RS;Mata;4760;Rio Grande do Sul
