uf;cidade;populacao_estimada
GO;Nova Iguaçu de Goiás;2939
GO;Nova Roma;3208
GO;Nova Veneza;10193
GO;Novo Brasil;2775
GO;Novo Gama;119649
GO;Novo Planalto;4592
GO;Orizona;15834
GO;Ouro Verde de Goiás;3679
GO;Ouvidor;6895
GO;Padre Bernardo;35011
GO;Palestina de Goiás;3470
GO;Palmeiras de Goiás;29915
GO;Palmelo;2382
GO;Palminópolis;3578
GO;Panamá;2590
GO;Paranaiguara;10221
GO;Paraúna;10988
GO;Perolândia;3156
GO;Petrolina de Goiás;10240
GO;Pilar de Goiás;2135
GO;Piracanjuba;24543
GO;Piranhas;10161
GO;Pirenópolis;25218
GO;Pires do Rio;31909
GO;Planaltina;91345
GO;Pontalina;17899
GO;Porangatu;45866
GO;Porteirão;3979
GO;Portelândia;4032
GO;Posse;37924
GO;Professor Jamil;3211
GO;Quirinópolis;51323
GO;Rialma;10961
GO;Rianápolis;4832
GO;Rio Quente;4728
GO;Rio Verde;247259
GO;Rubiataba;20012
GO;Sanclerlândia;7630
GO;Santa Bárbara de Goiás;6701
GO;Santa Cruz de Goiás;2782
GO;Santa Fé de Goiás;5585
GO;Santa Helena de Goiás;38962
GO;Santa Isabel;3821
GO;Santa Rita do Araguaia;9110
GO;Santa Rita do Novo Destino;3367
GO;Santa Rosa de Goiás;2200
GO;Santa Tereza de Goiás;3207
GO;Santa Terezinha de Goiás;8386
GO;Santo Antônio da Barra;4886
GO;Santo Antônio de Goiás;6593
GO;Santo Antônio do Descoberto;76871
GO;São Domingos;13305
GO;São Francisco de Goiás;6265
GO;São João d'Aliança;14423
GO;São João da Paraúna;1312
GO;São Luís de Montes Belos;34488
GO;São Luiz do Norte;5263
GO;São Miguel do Araguaia;21849
GO;São Miguel do Passa Quatro;4105
GO;São Patrício;2040
GO;São Simão;21318
GO;Senador Canedo;121447
GO;Serranópolis;8737
GO;Silvânia;20938
GO;Simolândia;6895
GO;Sítio d'Abadia;3040
GO;Taquaral de Goiás;3506
GO;Teresina de Goiás;3538
GO;Terezópolis de Goiás;8326
GO;Três Ranchos;2830
GO;Trindade;132006
GO;Trombas;3497
GO;Turvânia;4526
GO;Turvelândia;5447
GO;Uirapuru;2829
GO;Uruaçu;41150
GO;Uruana;13795
GO;Urutaí;3056
GO;Valparaíso de Goiás;175720
GO;Varjão;3848
GO;Vianópolis;14088
GO;Vicentinópolis;9002
GO;Vila Boa;6451
GO;Vila Propício;5941
DF;Brasília;3094325
